car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,registered_city,registered_state,is_hot,make,model,total_owners,broker_quote,original_price,car_rating,ad_created_on,booking_down_pymnt,reserved,warranty_avail
toyota etios,2012,diesel,130929,254499,new delhi,1477,sedan,manual,gd,delhi,delhi,True,toyota,etios,1,237000,309480.0,great,2021-01-01T03:57:01.477,38175,False,False
toyota innova,2013,diesel,96015,628199,new delhi,1256,suv,manual,2.5 gx 7 str bs iv,delhi,delhi,True,toyota,innova,1,634381,640881.0,great,2021-02-26T06:54:49.829,94230,False,False
maruti swift dzire,2014,diesel,144247,393899,new delhi,273,sedan,manual,vdi bs iv,rewari,haryana,True,maruti,swift dzire,1,350095,,great,2021-03-24T14:57:18.232,59085,False,False
honda city,2015,diesel,102442,590799,new delhi,1084,sedan,manual,vx mt o diesel,new delhi,delhi,True,honda,city,2,566078,,great,2021-03-24T12:17:53.85,88620,False,False
maruti swift,2015,diesel,107563,457599,new delhi,207,hatchback,manual,vdi abs,faridabad,haryana,True,maruti,swift,1,422919,513232.0,great,2021-04-04T12:01:19.363,68640,False,False
toyota etios,2012,petrol,119615,299699,new delhi,694,sedan,manual,g,gurgaon,haryana,True,toyota,etios,1,295543,367028.0,great,2021-03-25T06:28:55.404,44955,False,False
maruti celerio,2015,petrol,100098,287299,new delhi,286,hatchback,manual,vxi,new delhi,delhi,True,maruti,celerio,1,265355,,great,2021-03-10T11:29:59.179,43095,False,False
maruti swift,2016,diesel,165399,428799,new delhi,720,hatchback,manual,zdi,delhi,delhi,True,maruti,swift,1,399628,,great,2021-02-26T08:25:08.809,64320,False,False
hyundai verna,2012,diesel,132589,402099,new delhi,533,sedan,manual,fluidic 1.6 ex crdi,new delhi,delhi,True,hyundai,verna,1,328498,,good,2021-05-19T03:01:12.575,60315,False,False
hyundai creta,2016,diesel,111100,802299,new delhi,2752,suv,manual,1.6 sx plus diesel,delhi,delhi,True,hyundai,creta,1,798000,873970.0,great,2020-07-27T14:09:36.43,120345,False,True
hyundai xcent,2014,diesel,100753,328599,new delhi,949,sedan,manual,sx 1.1 crdi,sonipat,haryana,True,hyundai,xcent,1,256900,,great,2021-02-22T06:52:47.247,49290,False,False
maruti swift,2012,diesel,123852,250099,new delhi,1440,hatchback,manual,ldi bs iv,new delhi,delhi,True,maruti,swift,1,240000,,great,2021-02-10T12:46:17.671,37515,False,False
maruti swift dzire,2013,diesel,155339,345699,new delhi,342,sedan,manual,vdi bs iv,delhi,delhi,True,maruti,swift dzire,1,325522,,great,2021-02-24T09:19:23.655,51855,False,False
hyundai i20,2012,petrol,123725,293399,new delhi,775,hatchback,manual,magna 1.2 vtvt,delhi,delhi,True,hyundai,i20,1,246937,321595.0,good,2021-03-09T08:23:15.537,44010,False,False
toyota corolla altis,2011,petrol,150503,407899,new delhi,1094,luxury sedan,automatic,vl at,delhi,delhi,True,toyota,corolla altis,1,387661,,great,2021-03-05T13:39:07.177,61185,False,False
hyundai elite i20,2015,petrol,110977,486699,new delhi,724,hatchback,manual,asta 1.2,delhi,delhi,True,hyundai,elite i20,2,473841,,great,2021-03-19T09:36:28.491,73005,False,False
renault duster,2015,petrol,138957,468399,new delhi,1052,suv,manual,rxl petrol 104,gurgaon,haryana,True,renault,duster,1,409600,,great,2021-03-18T12:51:28.114,70260,False,False
maruti wagon r 1.0,2011,petrol & cng,138341,242199,new delhi,888,hatchback,manual,lxi cng,new delhi,delhi,True,maruti,wagon r 1.0,1,201207,265811.0,good,2021-03-01T09:58:59.317,36330,False,False
hyundai i20,2012,diesel,159691,323299,new delhi,587,hatchback,manual,asta 1.4 crdi,delhi,delhi,True,hyundai,i20,1,322324,328824.0,great,2021-03-12T16:30:32.388,48495,False,False
toyota etios liva,2014,diesel,134058,337299,new delhi,554,hatchback,manual,d 4d gd sp,faridabad,haryana,True,toyota,etios liva,2,327343,404870.0,great,2021-03-11T05:23:48.431,50595,False,False
volkswagen polo,2012,diesel,93991,298499,new delhi,1211,hatchback,manual,highline1.2l diesel,kaithal,haryana,True,volkswagen,polo,1,237000,,good,2021-03-15T08:28:46.763,44775,False,False
maruti swift,2014,diesel,122254,429799,new delhi,335,hatchback,manual,zdi,new delhi,delhi,True,maruti,swift,2,402894,,great,2021-03-12T07:42:14.088,64470,False,False
hyundai i10,2011,petrol,161043,208299,new delhi,524,hatchback,manual,magna 1.2 kappa2,gurgaon,haryana,True,hyundai,i10,1,174316,233011.0,good,2021-03-08T09:04:43.022,31245,False,False
toyota etios,2012,diesel,202619,261199,new delhi,627,sedan,manual,gd,delhi,delhi,True,toyota,etios,1,224995,,great,2021-02-02T10:20:31.054,39180,False,False
maruti swift dzire,2013,diesel,122165,274699,new delhi,745,sedan,manual,ldi bs iv,delhi,delhi,True,maruti,swift dzire,1,262000,334980.0,great,2021-01-16T10:31:55.609,41205,False,False
mahindra xuv500,2015,diesel,114350,852499,new delhi,1108,luxury suv,manual,w10,gurgaon,haryana,True,mahindra,xuv500,2,877891,883891.0,great,2021-03-13T12:42:09.42,127875,False,False
hyundai i20,2012,diesel,139216,265599,new delhi,1071,hatchback,manual,sportz 1.4 crdi,delhi,delhi,True,hyundai,i20,1,265571,272071.0,great,2021-03-15T08:54:13.285,39840,False,False
mahindra xuv500,2014,diesel,166731,520499,new delhi,1184,luxury suv,manual,w6 4x2,new delhi,delhi,True,mahindra,xuv500,1,495776,598465.0,great,2021-03-05T11:45:23.54,78075,False,False
maruti swift,2014,petrol & cng,175425,361799,new delhi,1627,hatchback,manual,vxi,new delhi,delhi,True,maruti,swift,1,339071,,great,2021-03-26T12:13:24.673,54270,False,False
toyota etios liva,2013,diesel,111431,320399,new delhi,344,hatchback,manual,d 4d gd,new delhi,delhi,True,toyota,etios liva,1,285767,,great,2021-03-26T09:41:07.46,48060,False,False
hyundai verna,2014,diesel,129459,502099,new delhi,790,sedan,manual,fluidic 1.6 sx crdi,delhi west,delhi,True,hyundai,verna,2,470615,587435.0,great,2021-04-08T08:13:47.137,75315,False,False
volkswagen vento,2011,petrol,133387,279299,new delhi,448,sedan,manual,highline petrol,delhi,delhi,True,volkswagen,vento,1,226060,,good,2021-03-20T09:22:26.879,41895,False,False
maruti swift,2013,diesel,119895,317799,new delhi,507,hatchback,manual,vdi,delhi,delhi,True,maruti,swift,1,308483,396671.0,great,2021-03-04T00:32:33.342,47670,False,False
mahindra scorpio,2016,diesel,87025,974699,new delhi,3552,suv,manual,s10,rewari,haryana,True,mahindra,scorpio,2,990000,1000500.0,great,2021-03-22T06:54:28.222,146205,False,False
toyota innova,2013,diesel,112846,586899,new delhi,1700,suv,manual,2.5 gx 7 str bs iv,faridabad,haryana,True,toyota,innova,3,595644,721676.0,great,2021-03-23T12:28:59.164,88035,False,False
maruti celerio,2015,petrol & cng,158520,338799,new delhi,2518,hatchback,manual,vxi cng,new delhi,delhi,True,maruti,celerio,1,343000,344500.0,great,2021-03-24T12:12:39.914,50820,False,False
maruti ertiga,2013,diesel,112228,478499,new delhi,1677,suv,manual,vdi abs,new delhi,delhi,True,maruti,ertiga,1,465827,,great,2021-03-08T10:51:14.383,71775,False,False
mercedes benz e class,2013,diesel,67380,1366629,new delhi,1749,luxury sedan,manual,e 220 cdi elegance,gurgaon,haryana,True,mercedes benz,e class,1,1274081,,great,2021-03-05T13:15:17.894,204995,False,False
hyundai verna,2012,diesel,125497,313599,new delhi,2296,sedan,manual,fluidic 1.6 ex crdi,delhi,delhi,True,hyundai,verna,2,322412,328912.0,great,2021-03-23T13:37:15.489,47040,False,False
maruti ertiga,2014,diesel,120226,428799,new delhi,2241,suv,manual,zdi,delhi,delhi,True,maruti,ertiga,1,439861,446361.0,great,2021-02-16T09:59:32.054,64320,False,False
maruti ciaz,2016,diesel,155671,482399,new delhi,2600,sedan,manual,vdi+ shvs,noida,uttar pradesh,True,maruti,ciaz,1,476766,595806.0,great,2021-03-06T12:40:38.577,72360,False,False
mahindra tuv300,2016,diesel,146585,526999,new delhi,1364,suv,manual,t8,faridabad,haryana,True,mahindra,tuv300,1,491298,593222.0,great,2021-03-19T07:34:52.002,79050,False,False
maruti swift,2013,diesel,141309,340399,new delhi,548,hatchback,manual,zdi,delhi,delhi,True,maruti,swift,1,317394,393021.0,great,2021-03-12T11:51:35.848,51060,False,False
mercedes benz e class,2013,diesel,69864,1150186,new delhi,3294,luxury sedan,manual,e 220 cdi elegance,goutam  budd  nagar,uttar pradesh,True,mercedes benz,e class,3,1154652,1162152.0,great,2021-03-06T12:06:56.774,172528,False,False
ford ecosport,2013,diesel,130592,404299,new delhi,964,suv,manual,1.5 titaniumtdci opt,gurgaon,haryana,True,ford,ecosport,1,381854,,great,2021-03-08T08:25:41.629,60645,False,False
honda city,2014,diesel,104060,433999,new delhi,1708,sedan,manual,v mt diesel,delhi,delhi,True,honda,city,1,470763,587603.0,great,2020-10-07T21:00:05.634,65100,False,True
maruti swift dzire,2011,petrol,290868,248499,new delhi,886,sedan,manual,vxi 1.2 bs iv,noida,uttar pradesh,True,maruti,swift dzire,1,218641,254699.0,good,2021-03-13T15:01:09.698,37275,False,False
toyota innova,2014,diesel,99985,691699,new delhi,1418,suv,manual,2.5 gx 8 str bs iv,delhi,delhi,True,toyota,innova,1,700754,870674.0,great,2020-11-11T11:37:39.66,103755,False,False
audi a4,2012,diesel,90722,937999,new delhi,5452,luxury sedan,automatic,2.0 tdi premium plus,delhi,delhi,True,audi,a4,2,899725,,great,2021-03-19T07:49:55.641,140700,False,False
hyundai grand i10,2013,diesel,110055,287999,new delhi,1039,hatchback,manual,sportz 1.1 crdi,delhi,delhi,True,hyundai,grand i10,1,247551,,great,2021-02-22T07:47:39.795,43200,False,False
maruti swift dzire,2012,diesel,151622,307499,new delhi,587,sedan,manual,zdi,new delhi,delhi,True,maruti,swift dzire,1,268000,,great,2021-03-03T05:53:25.19,46125,False,False
toyota etios liva,2013,diesel,121255,264599,new delhi,897,hatchback,manual,d 4d gd,delhi,delhi,True,toyota,etios liva,2,254566,,great,2021-03-10T05:27:45.138,39690,False,False
toyota innova,2014,diesel,84036,968299,new delhi,710,suv,manual,2.5 vx 8 str bs iv,delhi,delhi,True,toyota,innova,1,897738,,great,2021-02-14T17:34:11.521,145245,False,False
honda amaze,2013,diesel,136754,303799,new delhi,879,sedan,manual,1.5 vxmt i dtec,delhi,delhi,True,honda,amaze,1,293000,,great,2021-02-13T13:27:47.178,45570,False,False
maruti swift,2014,diesel,121360,300699,new delhi,742,hatchback,manual,ldi bs iv,delhi,delhi,True,maruti,swift,2,282188,351127.0,great,2021-03-19T23:25:55.127,45105,False,False
maruti alto k10,2015,petrol & cng,112578,279599,new delhi,390,hatchback,manual,vxi,rewari,haryana,True,maruti,alto k10,1,240267,291599.0,good,2021-03-22T15:10:39.627,41940,False,False
toyota fortuner,2012,diesel,176354,1093929,new delhi,942,luxury suv,manual,3.0 mt 4x2,ghaziabad,uttar pradesh,True,toyota,fortuner,1,1111220,1346736.0,great,2021-03-23T07:07:16.973,164090,False,False
toyota corolla altis,2014,petrol,94389,823799,new delhi,2303,luxury sedan,automatic,vl at,delhi,delhi,True,toyota,corolla altis,1,879905,886405.0,great,2021-02-16T11:19:12.725,123570,False,False
hyundai i20,2013,diesel,114943,350299,new delhi,797,hatchback,manual,sportz 1.4 crdi,delhi,delhi,True,hyundai,i20,2,307797,,great,2021-03-16T07:38:42.644,52545,False,False
toyota fortuner,2012,diesel,154464,1352691,new delhi,3150,luxury suv,automatic,3.0 at 4x2,delhi,delhi,True,toyota,fortuner,2,995000,,good,2021-03-20T08:58:01.572,202904,False,False
toyota innova,2013,diesel,157688,620699,new delhi,909,suv,manual,2.5 gx 7 str bs iv,delhi,delhi,True,toyota,innova,1,616954,623454.0,great,2021-03-03T10:00:44.925,93105,False,False
toyota fortuner,2014,diesel,123799,1290677,new delhi,2961,luxury suv,automatic,3.0 at 4x2,delhi,delhi,True,toyota,fortuner,2,1335059,1341559.0,great,2021-02-19T07:34:59.935,193602,False,False
toyota fortuner,2014,diesel,111327,1376224,new delhi,3556,luxury suv,automatic,3.0 at 4x2,ghaziabad,uttar pradesh,True,toyota,fortuner,2,1373619,1656367.0,great,2021-03-18T12:42:44.471,206434,False,False
maruti swift dzire,2013,diesel,146512,291999,new delhi,670,sedan,manual,ldi bs iv,delhi,delhi,True,maruti,swift dzire,1,275000,,great,2021-02-27T11:38:18.209,43800,False,False
toyota innova,2014,diesel,282122,595899,new delhi,767,suv,manual,2.5 gx 7 str bs iv,palwal,haryana,True,toyota,innova,1,581178,,great,2021-02-23T10:11:22.175,89385,False,False
hyundai creta,2016,diesel,152387,686399,new delhi,4472,suv,manual,1.4 s plus crdi,new delhi,delhi,True,hyundai,creta,1,724541,731041.0,great,2021-03-19T11:47:54.301,102960,False,False
toyota innova,2014,diesel,190850,662899,new delhi,1240,suv,manual,2.5 gx 7 str bs iv,faridabad,haryana,True,toyota,innova,1,628275,759849.0,great,2021-03-16T12:13:04.536,99435,False,False
toyota etios,2015,diesel,184158,369299,new delhi,1765,sedan,manual,gd,ghaziabad,uttar pradesh,True,toyota,etios,1,379294,484058.0,great,2021-04-01T16:29:36.924,55395,False,False
toyota fortuner,2012,diesel,119763,1131097,new delhi,518,luxury suv,manual,3.0 mt 4x2,chandigarh,haryana,True,toyota,fortuner,1,1159741,1165741.0,great,2021-03-23T13:43:24.601,169665,False,False
maruti wagon r 1.0,2013,petrol & cng,190050,242799,new delhi,2176,hatchback,manual,lxi cng,delhi,delhi,True,maruti,wagon r 1.0,1,227707,298141.0,great,2021-03-20T09:43:11.283,36420,False,False
toyota innova,2013,diesel,195338,630699,new delhi,516,suv,manual,2.5 gx 7 str bs iv,faridabad,haryana,True,toyota,innova,1,644074,778334.0,great,2021-03-17T06:22:02.848,94605,False,False
hyundai eon,2013,petrol,106269,218499,new delhi,763,hatchback,manual,d lite plus,ghaziabad,uttar pradesh,True,hyundai,eon,1,186160,249305.0,good,2021-03-30T08:15:50.386,32775,False,False
toyota fortuner,2012,diesel,142163,1118270,new delhi,2537,luxury suv,manual,3.0 mt 4x4,delhi,delhi,True,toyota,fortuner,1,1139274,1339654.0,great,2021-03-11T07:43:48.476,167741,False,False
renault kwid,2020,petrol,2224,466199,new delhi,6499,hatchback,,neotech 1.0 easyr,faridabad,haryana,True,renault,kwid,1,429999,466299.0,great,2021-04-02T11:35:12.849,69930,False,False
maruti s cross,2017,diesel,26229,843299,new delhi,2121,suv,manual,alpha shvs,delhi,delhi,True,maruti,s cross,1,892783,883199.0,great,2021-02-12T14:19:53.831,126495,False,False
maruti alto k10,2012,petrol,17919,215399,new delhi,1919,hatchback,manual,vxi,delhi,delhi,True,maruti,alto k10,1,202770,,great,2021-03-27T06:48:26.719,32310,False,False
maruti alto 800,2012,petrol,23750,195299,new delhi,4150,hatchback,manual,lxi,delhi,delhi,True,maruti,alto 800,1,175100,,great,2021-02-07T06:24:29.216,29295,False,False
hyundai eon,2014,petrol,9693,228999,new delhi,2464,hatchback,manual,era plus,new delhi,delhi,True,hyundai,eon,1,216792,,great,2021-04-05T10:27:55.864,34350,False,False
maruti alto,2010,petrol,14455,182299,new delhi,1267,hatchback,manual,lxi,delhi,delhi,True,maruti,alto,1,156000,,good,2021-02-25T06:51:54.928,27345,False,False
maruti swift,2014,petrol,23888,460699,new delhi,1002,hatchback,manual,lxi,gurgaon,haryana,True,maruti,swift,1,469251,585291.0,great,2021-03-14T07:34:31.919,69105,False,False
maruti wagon r 1.0,2014,petrol,27416,289599,new delhi,1870,hatchback,manual,vxi,delhi,delhi,True,maruti,wagon r 1.0,1,270683,,great,2021-03-18T08:11:45.526,43440,False,False
maruti alto 800,2015,petrol,27014,249599,new delhi,634,hatchback,manual,lxi,delhi,delhi,True,maruti,alto 800,1,246919,253799.0,great,2021-03-23T12:24:24.472,37440,False,False
maruti ignis,2018,petrol,13971,525399,new delhi,364,hatchback,automatic,delta 1.2 k12 amt,delhi,delhi,True,maruti,ignis,1,503482,525599.0,great,2021-04-11T06:04:16.885,78810,False,False
maruti ritz,2010,petrol,26740,249199,new delhi,48,hatchback,manual,lxi,delhi,delhi,True,maruti,ritz,1,236029,,great,2021-03-09T10:23:13.217,37380,False,False
maruti ertiga,2016,diesel,17995,670099,new delhi,3138,suv,manual,zdi plus shvs,delhi,delhi,True,maruti,ertiga,1,665007,,great,2021-02-07T08:08:12.607,100515,False,False
maruti wagon r 1.0,2013,petrol,19712,295399,new delhi,59,hatchback,manual,vxi,delhi west,delhi,True,maruti,wagon r 1.0,1,262190,,great,2021-03-28T06:57:47.963,44310,False,False
hyundai i10,2012,petrol,36725,299099,new delhi,938,hatchback,automatic,sportz 1.2 at kappa2,ghaziabad,uttar pradesh,True,hyundai,i10,1,269232,349796.0,great,2021-03-21T14:34:08.357,44865,False,False
hyundai i10,2010,petrol,43609,205999,new delhi,998,hatchback,manual,magna 1.2 kappa2,new delhi,delhi,True,hyundai,i10,1,197985,,great,2021-03-18T09:51:24.976,30900,False,False
maruti alto k10,2014,petrol,31013,262099,new delhi,67,hatchback,manual,lxi,delhi,delhi,True,maruti,alto k10,1,226000,,good,2021-03-28T11:47:55.039,39315,False,False
maruti swift,2013,diesel,43029,293999,new delhi,1879,hatchback,manual,ldi bs iv,delhi,delhi,True,maruti,swift,1,309506,397936.0,great,2021-03-27T09:37:31.958,44100,False,False
maruti ritz,2010,petrol,59370,188799,new delhi,764,hatchback,manual,lxi,delhi,delhi,True,maruti,ritz,2,176602,,great,2021-03-17T14:05:46.823,28320,False,False
toyota etios,2012,petrol,50238,286599,new delhi,1948,sedan,manual,g,delhi,delhi,True,toyota,etios,1,301645,308145.0,great,2021-04-05T05:41:59.121,42990,False,False
hyundai i20,2011,petrol,42965,257199,new delhi,171,hatchback,manual,asta 1.2,delhi,delhi,True,hyundai,i20,2,232904,260899.0,good,2021-04-09T09:28:34.722,38580,False,False
maruti alto 800,2013,petrol,8967,239399,new delhi,140,hatchback,manual,lxi,delhi,delhi,True,maruti,alto 800,1,211356,273182.0,great,2021-04-27T11:24:13.295,35910,False,False
tata nexon,2019,petrol,5817,759199,new delhi,5350,suv,,kraz at petrol,noida,uttar pradesh,True,tata,nexon ,1,799000,989580.0,great,2021-04-03T10:16:24.096,113880,False,False
hyundai grand i10,2015,diesel,46392,349199,new delhi,1492,hatchback,manual,sportz 1.1 crdi,noida,uttar pradesh,True,hyundai,grand i10,1,331385,425611.0,great,2021-03-14T10:10:31.391,52380,False,False
maruti baleno,2016,petrol,43212,450799,new delhi,1471,hatchback,manual,delta 1.2 k12,delhi,delhi,True,maruti,baleno,1,481235,558194.0,great,2020-08-05T13:43:08.851,67620,False,True
maruti alto 800,2014,petrol,39878,208099,new delhi,1186,hatchback,manual,lxi,delhi,delhi,True,maruti,alto 800,1,192423,,great,2021-02-18T12:52:53.682,31215,False,False
maruti swift,2010,petrol,27473,275799,new delhi,1187,hatchback,manual,vxi,delhi,delhi,True,maruti,swift,1,246909,,good,2021-02-22T10:43:41.157,41370,False,False
hyundai eon,2014,petrol,47707,204299,new delhi,632,hatchback,manual,era plus,new delhi,delhi,True,hyundai,eon,2,177000,204599.0,great,2021-03-27T09:18:45.941,30645,False,False
maruti alto,2020,petrol,18509,315699,new delhi,1518,hatchback,manual,lxi,palwal,haryana,True,maruti,alto,1,320547,396782.0,great,2021-04-01T11:07:56.927,47355,False,False
maruti zen estilo,2010,petrol,50189,191299,new delhi,580,hatchback,manual,vxi,delhi,delhi,True,maruti,zen estilo,2,159972,215567.0,good,2021-03-21T12:59:49.969,28695,False,False
maruti swift dzire,2013,petrol,49362,347899,new delhi,13,sedan,manual,vxi 1.2 bs iv,delhi,delhi,True,maruti,swift dzire,2,315256,,great,2021-04-19T08:10:10.237,52185,False,False
maruti eeco,2018,petrol & cng,55247,320499,new delhi,509,suv,manual,5 str cng with ac plushtr,new delhi,delhi,True,maruti,eeco,1,324132,325632.0,great,2021-03-18T12:04:43.168,48075,False,False
maruti baleno,2016,petrol,43794,451699,new delhi,1753,hatchback,manual,delta 1.2 k12,delhi,delhi,True,maruti,baleno,1,436540,,great,2021-04-10T06:48:47.714,67755,False,False
ford ecosport,2017,petrol,30133,636099,new delhi,1742,suv,manual,1.5 titanium ti vct,gurgaon,haryana,True,ford,ecosport,2,668359,674359.0,great,2021-03-12T11:31:44.748,95415,False,False
maruti a star,2009,petrol,30403,181199,new delhi,1900,hatchback,manual,lxi,new delhi,delhi,True,maruti,a star,1,157113,182599.0,good,2021-03-23T10:08:55.836,27180,False,False
renault kwid,2016,petrol,46592,267299,new delhi,596,hatchback,manual,rxt,delhi,delhi,True,renault,kwid,1,230852,276499.0,good,2021-04-01T08:22:20.272,40095,False,False
